id,translation,url
6458c2ba7153be2e763bae3ab0511cbe,"{""en"": ""Enterotoxigenic E. coli produces two toxins (one similar to cholera toxin) that cause watery diarrhea. This subtype is the most common cause of traveler's diarrhea     Traveler's Diarrhea  Traveler's diarrhea is gastroenteritis that is usually caused by bacteria endemic to local water. Symptoms include vomiting and diarrhea. Diagnosis is mainly clinical. Treatment is with replacement...  read more      in people visiting low- and middle-income countries."", ""vi"": ""E. coli sinh độc tố ruột sản sinh ra hai độc tố (một loại có đặc điểm giống độc tố tả) gây ra tiêu chảy phân toàn nước. Nhóm phụ này là nguyên nhân phổ biến nhất của tiêu chảy ở khách du lịch     Tiêu chảy ở khách du lịch  Tiêu chảy ở khách du lịch là viêm dạ dày ruột thường là do vi khuẩn đặc hữu với nước ở địa phương. Triệu chứng bao gồm nôn và tiêu chảy. Chẩn đoán chủ yếu dựa vào lâm sàng. Điều trị bằng ciprofloxacin...  đọc thêm      đến các nước có thu nhập thấp và thu nhập trung bình."", ""ja"": ""腸管感染症（特定の菌株のみ）""}",https://www.msdmanuals.com/professional/gastrointestinal-disorders/gastroenteritis/e-coli-gastroenteritis
e5f908403c6c9d40b90334d4f935f722,"{""en"": ""General examination should seek presence of jaundice and rash."", ""vi"": ""Khám toàn thân cần phải tìm xem có vàng da và ban không."", ""ja"": ""全身状態の観察では，黄疸および発疹がないか検討すべきである。""}",https://www.msdmanuals.com/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/nausea-and-vomiting
a994fe469cee57c8368bd121209c0a46,"{""en"": ""Asking patients about radiation of pain may help clarify the diagnosis. For example, pain radiating to the shoulder may reflect cholecystitis     Acute Cholecystitis  Acute cholecystitis is inflammation of the gallbladder that develops over hours, usually because a gallstone obstructs the cystic duct. Symptoms include right upper quadrant pain and tenderness...  read more      because the gallbladder may be irritating the diaphragm. Pain radiating to the back may reflect pancreatitis     Overview of Pancreatitis  Pancreatitis is classified as either acute or chronic. Acute pancreatitis is inflammation that resolves both clinically and histologically. Chronic pancreatitis is characterized by histologic...  read more     . Asking patients to describe the character of the pain (ie, sharp and constant, waves of dull pain) and the onset (sudden, such as resulting from a perforated viscus or ruptured ectopic pregnancy) can help differentiate causes."", ""vi"": ""Hỏi bệnh nhân về hướng lan của cơn đau có thể giúp làm rõ chẩn đoán. Ví dụ, đau lan lên vai có thể phản ánh viêm túi mật     Viêm túi mật cấp tính  Viêm túi mật cấp tính là viêm túi mật tiến triển vài giờ, thông thường vì sỏi gây tắc nghẽn ống mật. Các triệu chứng bao gồm đau hạ sườn phải và căng tức, kèm theo sốt, ớn lạnh, buồn nôn, và...  đọc thêm      vì túi mật đau có thể gây kích thích cơ hoành. Đau lan ra sau lưng có thể gợi ý viêm tụy     Tổng quan về viêm tụy  Viêm tụy được phân loại là cấp tính hoặc mạn tính. Viêm tụy cấp là tình trạng viêm được phát hiện bằng cả lâm sàng và mô học. Viêm tụy mạn tính được đặc trưng bởi các thay đổi mô học mà không...  đọc thêm     . Yêu cầu bệnh nhân mô tả đặc điểm của cơn đau (tức là đau nhói và liên tục, từng đợt đau âm ỉ) và khởi phát (đột ngột, chẳng hạn như do thủng tạng hoặc vỡ thai ngoài tử cung) có thể giúp phân biệt nguyên nhân."", ""ja"": ""痛みの放散に関する問診が診断を明確にするのに役立つ場合がある。例えば，胆嚢に基づく刺激感が横隔膜に波及することがあるため，肩に放散する痛みは 胆嚢炎     急性胆嚢炎  急性胆嚢炎は，数時間で発生する胆嚢の炎症であり，通常は胆石が胆嚢管を閉塞することで生じる。症状としては右上腹部の疼痛および圧痛などがあり，ときに発熱，悪寒，悪心，および嘔吐を伴う。腹部超音波検査により胆石のほか，それに付随する炎症がときに検出される。治療は通常，抗菌薬と胆嚢摘出術である。...  さらに読む     を反映している可能性がある。背部に放散する痛みは 膵炎     膵炎の概要  膵炎は急性または慢性のいずれかに分類される。 急性膵炎では，炎症が臨床的および組織学的のいずれにおいても消失する。 慢性膵炎は，不可逆的かつ進行性の組織学的変化を特徴とし，膵内外分泌機能に大幅な低下を来す。慢性膵炎患者は，急性疾患の急性増悪（flare-up）を起こすことがある。...  さらに読む     を反映している可能性がある。痛みの性質（すなわち，鋭く持続的，鈍痛の波）および発生様式（内臓穿孔または異所性妊娠の破裂などに起因するような突然の痛み）を患者に報告してもらうことが原因の鑑別に役立つ。""}",https://www.msdmanuals.com/professional/gastrointestinal-disorders/approach-to-the-gastrointestinal-patient/evaluation-of-the-gastrointestinal-patient
f577e676f224d889954ce23c0e8787b9,"{""en"": ""Testing for carbohydrate intolerance (eg, lactose, fructose) with breath tests should be considered particularly when the history suggests significant consumption of these sugars. Testing for small intestinal bacterial overgrowth should also be considered, particularly in patients who also have diarrhea, weight loss, or both, preferably by aerobic and anaerobic culture of small-bowel aspirates obtained during upper GI endoscopy. Testing for bacterial overgrowth with hydrogen breath tests, generally glucose-hydrogen breath tests, is prone to false-positive (ie, with rapid transit) and false-negative (ie, when there are no hydrogen-producing bacteria) results. Testing for rare conditions such as sucrase-isomaltase deficiency can be considered in patients with refractory or severe symptoms (1     Evaluation reference  The gut contains < 200 mL of gas, whereas daily gas expulsion averages 600 to 700 mL after consuming a standard diet plus 200 g of baked beans. About 75% of flatus is derived from colonic...  read more     )."", ""vi"": ""Kiểm tra về không dung nạp carbohydrate (ví dụ: lactose, fructose) với xét nghiệm hơi thở cần phải được xem xét, đặc biệt là khi bệnh sử gợi ý sử dụng đáng kể các loại đường này. Cũng nên xem xét việc kiểm tra sự phát triển quá mức của vi khuẩn ruột non, đặc biệt trên những bệnh nhân cũng bị tiêu chảy, sụt cân, hoặc cả hai, tốt nhất là bằng cách nuôi cấy cả ở môi trường hiếu khí và kị khí dịch hút ra ở ruột non thu được trong quá trình nội soi đường tiêu hóa trên. Việc kiểm tra sự phát triển quá mức của vi khuẩn bằng xét nghiệm hơi thở hydrogen, nhìn chung xét nghiệm hơi thở hydro- glucose, có khuynh hướng dương tính giả (tức là khi thức ăn di chuyển qua nhanh) và âm tính giả (tức là khi không có vi khuẩn sinh ra hydro). Có thể cân nhắc xét nghiệm các tình trạng hiếm gặp như thiếu hụt sucrase-isomaltase ở những bệnh nhân mắc các triệu chứng khó chịu hoặc nặng (1     Tài liệu tham khảo về đánh giá  Ruột chứa < 200 mL khí, trong khi đó hơi ra thải hàng ngày trung bình từ 600 đến 700 mL sau khi tiêu thụ chế độ ăn tiêu chuẩn cộng với 200 g đậu nướng. Khoảng 75% hơi trong ruột xuất phát...  đọc thêm     )."", ""ja"": ""過度の放屁の訴えは，誘因物質の回避によって治療される（ Professional.see table ガス関連の愁訴の主な原因     ガス関連の愁訴の主な原因          ）。大腸通過を促進させることを目的として食物繊維（例，ブラン，オオバコ種子）を食事に加えてもよいが，患者によっては症状が悪化することがある。活性炭はときにガスおよび不快臭の軽減に役立つが，衣類および口腔粘膜に染みをつける。炭入り下着が入手可能である。プロバイオティクスも腸内細菌叢を調整することにより腹部膨満および鼓腸を軽減することがあるが，この領域のデータは限られている。腸内細菌異常増殖が証明されている患者では抗菌薬が有用である。""}",https://www.msdmanuals.com/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/gas-related-complaints
242c9adba6ea4354756784a83e9ac102,"{""en"": ""Antidiarrheal medications are contraindicated in patients with fever or bloody stools and in children < 2 years of age."", ""vi"": ""Thuốc chống tiêu chảy bị chống chỉ định ở những bệnh nhân bị sốt hoặc phân có máu và ở trẻ em < 2 tuổi."", ""ja"": ""旅行者は，安全性に定評があるレストランで食事をすべきであり，街頭で販売される飲食物の摂取は避けるべきである。また，加熱調理されて，まだ湯気が上がっている熱い食物，皮をむいて食べる果物，密封されたボトルで提供され，氷を入れていない炭酸飲料（炭酸飲料以外のボトル飲料には悪徳業者が水道水を足していることがある）を摂取すべきであり，生野菜（特にテーブルの上に放置されたサルサソースを含む）の摂取は避けるべきである。ビュッフェおよびファストフードレストランは，リスクが高くなる。""}",https://www.msdmanuals.com/professional/gastrointestinal-disorders/gastroenteritis/traveler%e2%80%99s-diarrhea
86e0156173caed9fd0fcc9706a013aa2,"{""en"": ""Testing is guided by clinical features."", ""vi"": ""Xét nghiệm được chỉ định theo những đặc điểm lâm sàng."", ""ja"": ""検査は臨床的特徴を参考にして行う。""}",https://www.msdmanuals.com/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/chronic-abdominal-pain-and-recurrent-abdominal-pain
fc502833c9583db7ac293a1209a89b06,"{""en"": ""Neck or throat pain"", ""vi"": ""Đau ở cổ hoặc ở họng"", ""ja"": ""頸部または咽頭痛""}",https://www.msdmanuals.com/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/lump-in-throat
a1e4804c6d6b9ab40ae34c72050bc9f1,"{""en"": ""Diagnosis reference"", ""vi"": ""Tài liệu tham khảo chẩn đoán"", ""ja"": ""反芻症では，少量の食物（ほとんどの場合，食後15～30分の時点）が胃から逆流し（通常，不随意に），これを再び咀嚼し，ほとんどの場合，再び嚥下する。""}",https://www.msdmanuals.com/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/rumination
e5f908403c6c9d40b90334d4f935f722,"{""en"": ""Nausea and vomiting occur in response to conditions that affect the vomiting center. Causes may originate in the gastrointestinal (GI) tract or central nervous system (CNS) or may result from a number of systemic conditions ( see Table: Some Causes of Nausea and Vomiting     Some Causes of Nausea and Vomiting          )."", ""vi"": ""Buồn nôn và nôn xảy ra khi đáp ứng với các điều kiện ảnh hưởng đến trung tâm nôn. Nguyên nhân có thể xuất phát từ đường tiêu hoá (GI) hoặc hệ thần kinh trung ương (CNS) hoặc có thể là kết quả của một số tình trạng toàn thân ( xem Bảng: Một số nguyên nhân gây buồn nôn và nôn     Một số nguyên nhân gây buồn nôn và nôn          )."", ""ja"": ""悪心および嘔吐は，嘔吐中枢に影響を及ぼす病態に反応して起こる。原因は消化管または中枢神経系に由来することがあり，またはいくつかの全身性疾患（ Professional.see table 悪心および嘔吐の主な原因     悪心および嘔吐の主な原因          ）の結果として生じることもある。""}",https://www.msdmanuals.com/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/nausea-and-vomiting
e9bdae9fc65f4d6a93de8e4fe05dbf8d,"{""en"": ""Empiric treatment with an acid blocker is reasonable for patients < 60 without red flag findings; patients who do not respond in 4 to 8 weeks require further evaluation."", ""vi"": ""Điều trị theo kinh nghiệm bằng thuốc chẹn axit thích hợp cho bệnh nhân < 60 tuổi không có dấu hiệu cảnh báo; những bệnh nhân không có đáp ứng trong 4 đến 8 tuần cần phải được đánh giá thêm."", ""ja"": ""60歳未満でレッドフラグサインのない患者には制酸薬による経験的治療が妥当であり，4～8週間の治療に反応しない場合，さらなる評価が必要である。""}",https://www.msdmanuals.com/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/dyspepsia
fc502833c9583db7ac293a1209a89b06,"{""en"": ""Progressive worsening of symptoms"", ""vi"": ""Các triệu chứng tiến triển trầm trọng hơn"", ""ja"": ""症状の進行性の悪化""}",https://www.msdmanuals.com/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/lump-in-throat
73fae687a6e5f0024e8d2f7e0f78b631,"{""en"": ""2. GBD 2016 Diarrhoeal Disease Collaborators: Estimates of the global, regional, and national morbidity, mortality, and aetiologies of diarrhoea in 195 countries: A systematic analysis for the Global Burden of Disease Study 2016. Lancet Infect Dis 18(11):1211–1228, 2018. doi: 10.1016/S1473-3099(18)30362-1"", ""vi"": ""2. GBD 2016 Diarrhoeal Disease Collaborators: Estimates of the global, regional, and national morbidity, mortality, and aetiologies of diarrhoea in 195 countries: A systematic analysis for the Global Burden of Disease Study 2016. Lancet Infect Dis 18(11):1211–1228, 2018. doi: 10.1016/S1473-3099(18)30362-1"", ""ja"": ""ロタウイルスは，幼児における脱水を伴う重度の散発性下痢症の原因として世界的に最も頻度が高い（発生のピークは生後3～15カ月）。米国では ルーチンのロタウイルス予防接種     ロタウイルスワクチン  ロタウイルスワクチンは，ロタウイルス感染症によって引き起こされる 胃腸炎を予防する目的で乳児への接種が推奨される。 詳細については，Rotavirus Advisory Committee on Immunization Practices Vaccine RecommendationsおよびCenters...  さらに読む     の導入以降，発生率が約80％低下した。ロタウイルスは非常に感染性が高く，大半は糞口感染で生じる。成人は，感染した乳児との濃厚な接触によって感染することがある。成人は一般に軽症である。潜伏期間は1～3日である。温帯気候では，ほとんどの感染が冬に発生する。米国では，ロタウイルス感染症の流行は毎年11月に南西部から始まり，3月に北東部で終わる。""}",https://www.msdmanuals.com/professional/gastrointestinal-disorders/gastroenteritis/overview-of-gastroenteritis
95bd442a3da264072ee27562f8e608d9,"{""en"": ""Evaluation reference"", ""vi"": ""Tài liệu tham khảo về đánh giá"", ""ja"": ""評価に関する参考文献""}",https://www.msdmanuals.com/professional/gastrointestinal-disorders/symptoms-of-gastrointestinal-disorders/diarrhea
70b44f66615499a9a60899c91efda7f4,"{""en"": ""The diagnosis is almost always made clinically based on the onset of typical symptoms shortly after eating a potentially contaminated food (eg, restaurant meal)."", ""vi"": ""Chẩn đoán hầu như luôn được thực hiện trên lâm sàng dựa trên sự khởi phát của các triệu chứng điển hình ngay sau khi ăn một thực phẩm có khả năng bị ô nhiễm (ví dụ, bữa ăn tại nhà hàng)."", ""ja"": ""便検査""}",https://www.msdmanuals.com/professional/gastrointestinal-disorders/gastroenteritis/staphylococcal-food-poisoning
