vi,en,ja
Các thương tích hoặc bệnh tật hiện có là thủ phạm chính. Các ghi chép của điều dưỡng và thảo luận với họ có thể xác định xu hướng đi xuống của huyết áp và lưu lượng nước tiểu (gợi ý giảm tưới máu của hệ thần kinh trung ương [CNS]) và rối loạn chức năng giấc ngủ. Cần xem lại các đơn thuốc để xác định thuốc giảm đau và an thần không đủ liều hoặc quá liều.,The presenting injury or illness is a prime causative suspect. Nursing notes and discussion with personnel may identify downward trends in blood pressure and urine output (suggesting hypoperfusion of the central nervous system [CNS]) and dysfunctional sleep patterns. Drug administration records are reviewed to identify inadequate or excessive analgesia and sedation.,潜在的な原因がないか，既往歴をチェックする。基礎疾患として肝疾患があれば， 門脈大循環性脳症     門脈大循環性脳症  門脈大循環性脳症は，肝疾患患者に発生することがある精神神経症状の症候群である。ほとんどの場合，門脈大循環シャントが形成された患者において，腸管内タンパク質の増加または急性の代謝ストレス（例，消化管出血，感染，電解質異常）の結果として発生する。主に精神神経症状がみられる（例，錯乱，羽ばたき振戦，昏睡）。診断は臨床所見に基づく。治療法は通常，原因となっている急性の病態の是正，ラクツロースの経口投与，ならびにリファキシミンなど非吸収性抗菌薬の...  さらに読む     （肝性脳症）の可能性が示唆される。既知の物質依存または乱用があれば，離脱症候群が示唆される。
Tiền sử được xem xét để tìm nguyên nhân tiềm ẩn. Bệnh gan tiềm ẩn gợi ý có thể có bệnh não cửa chủ     Hội chứng não cửa chủ  Bệnh não gan là một hội chứng thần kinh tâm thần có thể xuất hiện ở những bệnh nhân có bệnh gan. Nguyên nhân thường gặp nhất là do lượng protein trong ruột cao hoặc stress chuyển hóa cấp tính...  đọc thêm      (bệnh não gan). Sự phụ thuộc hay lạm dụng chất gây nghiện gợi ý hội chứng cai nghiện.,"Past medical history is reviewed for potential causes. Underlying liver disease suggests possible portosystemic encephalopathy     Portosystemic Encephalopathy  Portosystemic encephalopathy is a neuropsychiatric syndrome that can develop in patients with liver disease. It most often results from high gut protein or acute metabolic stress (eg, gastrointestinal...  read more      (hepatic encephalopathy). Known substance dependency or abuse suggests a withdrawal syndrome.",覚醒しており論理的な会話ができる患者には，何に困っているか尋ね，特に痛み，呼吸困難，および隠された物質依存について質問する。
"Các bệnh nhân tỉnh táo và hợp tác cần hỏi họ xem có điều gì gây phiền nhiễu cho họ và câu hỏi đặc biệt về đau, khó thở, và sự phụ thuộc của chất gây nghiện trước đây.","Awake, coherent patients are asked what is troubling them and are questioned specifically about pain, dyspnea, and previously unreported substance dependency.",酸素飽和度が90％未満であれば，病因が低酸素であることが示唆される。血圧が低く尿量が少ない場合，中枢神経系の血流低下が示唆される。発熱および頻脈は， 敗血症     敗血症および敗血症性ショック  敗血症は，感染症への反応が制御不能に陥ることで生命を脅かす臓器機能障害が生じる臨床症候群である。敗血症性ショックでは，組織灌流が危機的に減少する；肺，腎臓，肝臓をはじめとする急性多臓器不全が起こる場合もある。免疫能が正常な患者における敗血症の一般的な原因は，多様なグラム陽性または陰性菌などによる。易感染性患者では，まれな細菌または真菌が原...  さらに読む     または 振戦せん妄     離脱  アルコール（エタノール）は中枢抑制薬である。短時間で大量に飲酒すると，呼吸抑制と昏睡を来たし，死に至ることがある。長期にわたる大量の飲酒は，肝臓や他の多くの臓器を損傷する。アルコール離脱症状は振戦から，重度の離脱（振戦せん妄）でみられる痙攣発作，幻覚，および生命を脅かす自律神経不安定状態に至るまで，連続的な病態として現れる。診断は臨床的に行う。 （ アルコール使用障害とリハビリテーションも参照のこと。）...  さらに読む     を示唆する。項部硬直は髄膜炎を示唆するが，この所見を興奮した患者ではっきりと指摘するのは難しい。神経学的診察における巣症状は，脳梗塞，脳出血，または頭蓋内圧亢進を示唆する。
"Bão hòa oxy < 90% gợi ý nguyên nhân thiếu oxy. Huyết áp thấp và nước tiểu ít dần gợi ý giảm tưới máu thần kinh trung ương. Sốt và nhịp tim nhanh gợi ý nhiễm trùng huyết     Nhiễm khuẩn huyết và sốc nhiễm khuẩn  Nhiễm khuẩn huyết là một hội chứng lâm sàng của rối loạn chức năng cơ quan đe dọa đến tính mạng gây ra bởi một đáp ứng không điều chỉnh được với nhiễm trùng. Trong sốc nhiễm khuẩn, có sự giảm...  đọc thêm     , cai thuốc hoặc mê sảng     Hội chứng cai  Rượu (ethanol) là một chất ức chế thần kinh trung ương (CNS). Uống lượng lớn nhanh có thể gây suy hô hấp, hôn mê và tử vong. Uống lượng lớn trong thời gian dài làm tổn thương gan và các cơ quan...  đọc thêm     . Gáy cứng gợi ý viêm màng não, mặc dù phát hiện này có thể khó khăn trên một bệnh nhân bị kích động. Những phát hiện tổn thương khu trú gợi ý đột quỵ, xuất huyết, hoặc tăng áp lực nội sọ (ICP).","Oxygen saturation < 90% suggests a hypoxic etiology. Low blood pressure and urine output suggest CNS hypoperfusion. Fever and tachycardia suggest sepsis     Sepsis and Septic Shock  Sepsis is a clinical syndrome of life-threatening organ dysfunction caused by a dysregulated response to infection. In septic shock, there is critical reduction in tissue perfusion; acute failure...  read more     , drug withdrawal, or delirium tremens     Withdrawal  Alcohol (ethanol) is a central nervous system depressant. Large amounts consumed rapidly can cause respiratory depression, coma, and death. Large amounts chronically consumed damage the liver...  read more     . Neck stiffness suggests meningitis, although this finding may be difficult to demonstrate in an agitated patient. Focal findings on neurologic examination suggest stroke, hemorrhage, or increased intracranial pressure (ICP).",興奮の程度はライカー鎮静興奮スケール（ライカー鎮静興奮スケール［Riker Sedation-Agitation Scale］     ライカー鎮静興奮スケール（Riker Sedation-Agitation Scale：SAS）          の表を参照）またはラムゼイ鎮静スケール（Ramsay Sedation Scale）（「1：不安を示す」から「6：反応を示さない」までの尺度で患者を評価する）などの尺度を用いて定量化できる。Confusion Assessment Method（せん妄の診断のためのConfusion Assessment Method     せん妄の診断のためのConfusion Assessment Method（CAM）*          の表を参照）により興奮の原因としてせん妄がないかスクリーニングできる。こういったスケールの使用により，異なる観察者の間で一貫した評価を維持し，変化の傾向を同定できる。神経筋接合部を遮断されている患者は，外見上は静止していても，実際にはひどく興奮し，不快感を覚えている可能性があるため，評価が難しい。そういった患者を評価するために，一般には定期的（例，1日1回）に筋弛緩を解除する必要がある。
Liên tục đánh giá mức độ kích động và nhu cầu an thần là chìa khóa để ngăn ngừa gia tăng tỷ lệ bệnh. Hai thang đo an thần phổ biến nhất là  và thang đo an thần kích động Riker (SAS) (xem bảng ). Thang đo an thần Ramsay đôi khi cũng được sử dụng. Sử dụng các thang điểm như vậy cho phép thống nhất tốt hơn giữa các nhà quan sát và xác định các xu hướng. Bệnh nhân dùng bloc thần kinh cơ rất khó đánh giá vì có thể bị kích động mạnh và không thoải mái mặc dù có vẻ như bất động. Thường cần định kỳ dừng thuốc giãn cơ (ví dụ hàng ngày) để đánh giá bệnh nhân.,"Continuously assessing the degree of agitation and the need for sedation are key to preventing increased morbidity. The two most common sedation scales are the  and the Riker Sedation-Agitation Scale (SAS) (see table ). The Ramsay Sedation Scale is also sometimes used. Use of such scales allows better consistency between observers and the identification of trends. Patients who are under neuromuscular blockade are difficult to evaluate because they may be highly agitated and uncomfortable despite appearing motionless. It is typically necessary to allow paralysis to wear off periodically (eg, daily) so that the patient can be assessed.",異常（例，低酸素症，低血圧，発熱）が見つかった場合，適切な検査で原因を解明すべきである。神経学的局所所見がある場合と他の病因が見つからない場合を除き，頭部CTをルーチンに行う必要はない。頭部にバイスペクトラルインデックス（BIS）を設置して大脳皮質の電気的活動をモニタリングすることは，神経筋接合部を遮断された患者の鎮静/興奮レベルを判断するのに役に立つ可能性がある。
Phương pháp đánh giá lú lẫn (xem bảng ) có thể được sử dụng để sàng lọc chứng mê sảng là một nguyên nhân gây ra kích động.,The Confusion Assessment Method (see table ) can be used to screen for delirium as a cause of agitation.,基礎病態（例，低酸素症，ショック，薬剤）の治療に精力を注ぐべきである。治療の妨げにならない範囲で，可能な限り環境を最適化すべきである（例，夜間は暗く，静かな状態にし，睡眠妨害を最小限にする）。時計，カレンダー，窓の外の景色，およびテレビやラジオの番組は，患者と外の世界とのつながりに役立ち，錯乱を軽減する。家族がいることおよび特定の看護師が世話をすることで，患者の気分が落ち着く場合がある。
"Xác định những bất thường (ví dụ, thiếu máu, hạ huyết áp, sốt) cần được làm rõ hơn bằng các xét nghiệm thích hợp. CT sọ não không cần phải được thực hiện thường xuyên trừ khi có những phát hiện thần kinh khu trú hoặc không tìm ra nguyên nhân nào khác. Một máy theo dõi chỉ số bispectral (BIS) đặt trên đầu để ghi lại hoạt động điện của vỏ não có thể hữu dụng trong việc xác định mức độ an thần/kích động trên bệnh nhân dùng bloc thần kinh cơ.","Identified abnormalities (eg, hypoxia, hypotension, fever) should be clarified further with appropriate testing. Head CT need not routinely be done unless focal neurologic findings are present or no other etiology is found. A bispectral index (BIS) monitor placed on the head to capture cerebral cortex electrical activity may be helpful in determining the level of sedation/agitation of patients under neuromuscular blockade.",最も厄介な症状をもとに，薬物治療を決定する。痛みは鎮痛薬で治療する；不安および不眠は鎮静薬で治療する；精神病症状とせん妄は少量の抗精神病薬で治療する。気道または呼吸ドライブを危険にさらしうる用量の鎮静薬および鎮痛薬を投与する必要がある場合， 挿管     気管挿管  人工エアウェイを必要とする患者の多くは，以下のような気管挿管による管理が可能である： 経口気管挿管（口腔から管を挿入する） 経鼻気管挿管（鼻から管を挿入する） ほとんどの場合，経鼻気管挿管よりも経口気管挿管が望ましく，喉頭直達鏡またはビデオ喉頭鏡により施行される（ ビデオ喉頭鏡を用いた経口気管挿管を参照）。経口気管挿管は，経鼻気管挿管よりも通常手早く施行できるため無呼吸および重症（critically...  さらに読む     を要することがある。多くの薬剤が利用できる；頻回の神経学的診察が必要な患者または抜管に向けウィーニング中の患者に対しては，一般的に短時間作用型の薬剤が好まれる。
"Các tình trạng tiềm ẩn (ví dụ: giảm oxy, sốc, nhiễm trùng huyết, thuốc, tiến triển của chấn thương sọ não) cần phải được giải quyết. Môi trường nên được tối ưu hóa (ví dụ, bóng tối, yên tĩnh, ngủ nghỉ tối thiểu vào ban đêm) càng nhiều càng tốt với chăm sóc y tế. Đồng hồ, lịch, cửa sổ bên ngoài, và chương trình truyền hình hoặc phát thanh cũng giúp kết nối bệnh nhân với thế giới, làm giảm sự lú lẫn. Sự hiện diện của gia đình và nhân viên y tá thường xuyên có thể được làm dịu.","Underlying conditions (eg, hypoxia, shock, sepsis, drugs, progression of traumatic brain injury) should be addressed. The environment should be optimized (eg, darkness, quiet, and minimal sleep interruption at night) as much as is compatible with medical care. Clocks, calendars, outside windows, and TV or radio programs also help connect the patient with the world, lessening confusion. Family presence and consistent nursing personnel may be calming.",疼痛は適切な用量のオピオイド静注で治療すべきであり，痛みを生じる状態（例，骨折，手術創）にあって意識はあるが意思伝達ができない患者については，痛みがあるものと仮定し，状況に応じて鎮痛薬を投与すべきである。機械的人工換気はいくらかの不快感を伴うため，一般にオピオイドと鎮静薬を併用で投与すべきである。フェンタニルは，効力が強く，作用の持続時間が短く，心血管系への影響が最小限であることから，短期間の治療では第一選択のオピオイドである。一般的なレジメンはフェンタニル30～100μg/時である；患者によって必要な量が大きく変わる。
"Điều trị bằng thuốc được chỉ định khi có các triệu chứng khó chịu nhất. Đau được điều trị bằng thuốc giảm đau; lo lắng và mất ngủ được điều trị bằng thuốc an thần; và rối loạn thần kinh và mê sảng được điều trị với liều nhỏ thuốc chống loạn thần. Đặt nội khí quản     Đặt nội khí quản  Hầu hết các bệnh nhân cần có đường thở nhân tạo có thể kiểm soát bằng đặt nội khí quản, tứ mà có thể Ống nội khí quản qua miệng (ống thông qua miệng) Ống nội khí quản qua mũi (ống thông qua...  đọc thêm      có thể cần khi dùng liều cao các thuốc an thần và thuốc giảm đau đe dọa đường thở hoặc đường hô hấp. Có nhiều loại thuốc; nói chung, các loại thuốc tác dụng ngắn được ưa thích hơn cho những bệnh nhân cần khám kiểm tra thần kinh thường xuyên hoặc những người đang cai máy để rút nội khí quản.","Drug treatment is dictated by the most vexing symptoms. Pain is treated with analgesics; anxiety and insomnia are treated with sedatives; and psychosis and delirium are treated with small doses of an antipsychotic drug. Intubation     Tracheal Intubation  Most patients requiring an artificial airway can be managed with tracheal intubation, which can be Orotracheal (tube inserted through the mouth) Nasotracheal (tube inserted through the nose)...  read more      may be needed when sedative and analgesic requirements are high enough to jeopardize the airway or respiratory drive. Many drugs are available; generally, short-acting drugs are preferred for patients who need frequent neurologic examination or who are being weaned to extubation.",鎮痛薬を投与しても，多くの患者では興奮状態が続き，鎮静薬が必要になる。少量の鎮痛薬に加えて鎮静薬を投与することでも患者を楽にできる。ベンゾジアゼピン系薬剤（例，ロラゼパム，ミダゾラム）が最もよく用いられる。鎮静薬の一般的なレジメンはロラゼパム1～2mgを静注で1～2時間毎，または患者が挿管中の場合，1～2mg/時の持続静注である。これらの薬剤は，一部の患者で呼吸抑制，低血圧，せん妄，および生理学的効果の遷延といったリスクを有する。ジアゼパム，フルラゼパム，およびクロルジアゼポキシドなどの長時間作用型ベンゾジアゼピン系薬剤は，高齢者には避けるべきである。抗コリン作用の少ない抗精神病薬，例えばハロペリドール1～3mg静注は，ベンゾジアゼピン系薬剤と併用した場合に最も効果的である。
"Đau nên được điều trị với liều lượng thích hợp của opioid TM; các bệnh nhân có ý thức với các tình trạng đau (ví dụ, gãy xương, phẫu thuật) những người không thể giao tiếp nên được giả định là có đau và được điều trị bằng thuốc giảm đau cho phù hợp. Thông khí cơ học gây khó chịu, và bệnh nhân thường nên được điều trị kết hợp của các thuốc an thần nhóm opioid và các thuốc an thần gây ngủ. Fentanyl là chất opioid được lựa chọn để điều trị ngắn hạn vì có hiệu lực, thời gian ngắn hoạt động, và các tác dụng tim mạch tối thiểu. Phác đồ chung có thể từ 30 đến 100 mcg/h fentanyl; dao động theo từng bệnh nhân.","Pain should be treated with appropriate doses of IV opioids; conscious patients with painful conditions (eg, fractures, surgical incisions) who are unable to communicate should be assumed to have pain and receive analgesics accordingly. Mechanical ventilation is somewhat uncomfortable, and patients generally should receive a combination of opioid and amnestic sedative drugs. Fentanyl is the opioid of choice for short-term treatment because of its potency, short duration of action, and minimal cardiovascular effects. A common regimen can be 30 to 100 mcg/hour of fentanyl; individual requirements are highly variable.",短期間の鎮静には，催眠鎮静薬であるプロポフォール（例，健康な若年患者では1分間に5～50μg/kg）が用いられることがある。高用量プロポフォールの長期使用は，代謝性アシドーシス，横紋筋融解症，高脂血症，急性腎障害，心不全を特徴とするプロポフォール注入症候群（PRIS）のリスクを増大させ，しばしば致死的となる。
"Mặc dù giảm đau, nhiều bệnh nhân vẫn bị kích động đủ để đòi hỏi sự an thần. Thuốc an thần cũng có thể mang lại sự thoải mái cho bệnh nhân ở liều thấp hơn thuốc giảm đau. Benzodiazepine (ví dụ, lorazepam, midazolam) là phổ biến nhất. Một chế độ điều trị thông thường cho thuốc an thần là lorazepam 1 đến 2 mg TM mỗi 1 đến 2 giờ hoặc truyền liên tục từ 1 đến 2 mg/h nếu người bệnh được đặt nội khí quản. Các thuốc này gây nguy cơ ức chế hô hấp, hạ huyết áp, mê sảng, và các tác động sinh lý kéo dài ở một số bệnh nhân. Các thuốc benzodiazepine tác dụng kéo dài khác như diazepam, flurazepam, và chlordiazepoxide nên tránh ở người cao tuổi. Thuốc chống rối loạn tâm thần có ít tác dụng kháng cholinergic, như haloperidol 1 đến 3 mg TM, có tác dụng tốt nhất khi kết hợp với các thuốc benzodiazepine.","Despite analgesia, many patients remain sufficiently agitated so as to require sedation. A sedative can also provide patient comfort at a lower dose of analgesic. Benzodiazepines (eg, lorazepam, midazolam) are most common. A common regimen for sedation is lorazepam 1 to 2 mg IV every 1 to 2 hours or a continuous infusion at 1 to 2 mg/hour if the patient is intubated. These drugs pose risks of respiratory depression, hypotension, delirium, and prolonged physiologic effects in some patients. Long-acting benzodiazepines such as diazepam, flurazepam, and chlordiazepoxide should be avoided in older adults. Antipsychotics with less anticholinergic effect, such as haloperidol 1 to 3 mg IV, may work best when combined with benzodiazepines.",デクスメデトミジンは，抗不安作用，鎮静作用，およびある程度の鎮痛作用をもちながら，呼吸ドライブに影響を与えない。ベンゾジアゼピン系薬剤と比較してせん妄のリスクは低い。このため，デクスメデトミジンは機械的人工換気を要する患者においてベンゾジアゼピン系薬剤の代替薬として使用される頻度が高まっている。デクスメデトミジンによる鎮静は深く特徴的であり，人工呼吸管理下の患者でも，意思疎通をしたり容易に覚醒できるにもかかわらず，不快感を催さない。最も頻度の高い有害作用は低血圧および徐脈である。一般的な投与量は0.2～0.7μg/kg/時であるが，最大1.5μg/kg/時の投与を必要とする患者もいる。デクスメデトミジンは一般的には短期間（例，48時間未満）しか使用されない。
"Để an thần trong thời gian ngắn, có thể sử dụng propofol (ví dụ, 5 đến 50 mcg/kg/phút ở bệnh nhân trẻ, khỏe mạnh), một loại thuốc an thần-gây ngủ. Sử dụng propofol liều cao trong thời gian dài (> 3 ngày) làm tăng nguy cơ mắc hội chứng truyền propofol (PRIS), được đặc trưng bởi nhiễm toan chuyển hóa, Globin cơ niệu kịch phát, tăng lipid máu, tổn thương thận cấp tính, suy tim, viêm tụy và thường gây tử vong. Do nồng độ triglyceride tăng (ví dụ: > 400 mg/dL) có thể báo trước PRIS (1     Tài liệu tham khảo về điều trị  Bệnh nhân ở khoa hồi sức tích cực (ICU) thường bị kích động, lú lẫn và khó chịu. Chúng có thể trở nên mê sảng (Sảng trong hồi sức tích cực). Những triệu chứng này gây khó chịu cho bệnh nhân...  đọc thêm     ), nên phải đo nồng độ triglyceride sau 2 đến 3 ngày sử dụng propofol liều cao.","For short-term sedation, propofol (eg, 5 to 50 mcg/kg per minute in young, healthy patients), a sedative-hypnotic drug, may be used. Long-term use ( > 3 days) of high-dose propofol increases the risk of propofol infusion syndrome (PRIS), characterized by metabolic acidosis, rhabdomyolysis, hyperlipidemia, acute kidney injury, heart failure, pancreatitis and is often fatal. Because elevated triglyceride levels (eg, >400 mg/dL) may herald PRIS (1     Treatment reference  Intensive care unit (ICU) patients are often agitated, confused, and uncomfortable. They can become delirious (ICU delirium). These symptoms are unpleasant for patients and often interfere with...  read more     ), triglyceride levels must be measured after 2 to 3 days of high-dose propofol use.",ケタミンは鎮痛および鎮静をもたらす解離性麻酔薬である。ケタミンは非競合性拮抗薬としてNMDA（N-メチル-D-アスパラギン酸）受容体に拮抗する。ケタミンの便益として，呼吸ドライブが維持できることや心血管抑制が最小限であることなどがある。ケタミンには気管支拡張薬作用もあり，喘息患者に有益となりうる。最も頻度の高い有害作用としては，喉頭痙攣および幻視などがある。典型的な用量は1～2mg/kg，静注，その後必要に応じて0.5～1mg/kg，静注である。
"Dexmedetomidine có tính giảm đau, an thần, và một số thuốc giảm đau và không làm ảnh hưởng đến hô hấp. Nguy cơ mê sảng thấp hơn so với các thuốc benzodiazepine. Do tỷ lệ tác dụng phụ thấp hơn, dexmedetomidine ngày càng được sử dụng như là một phương pháp thay thế cho các thuốc benzodiazepine cho những bệnh nhân cần thông khí cơ học. Đặc tính và độ sâu của sự an thần gây ra bởi dexmedetomidine có thể cho phép các bệnh nhân thở máy có thể tương tác hoặc được đánh thức dễ dàng, nhưng vẫn thoải mái. Tác dụng phụ thường gặp nhất là hạ huyết áp và nhịp tim chậm. Liều dùng điển hình là 0,2 đến 0,7 mcg/kg/h, nhưng một số bệnh nhân cần liều 1,5 mcg/kg/h. Thường chỉ dùng dexmedetomidine thường trong thời gian ngắn (ví dụ: < 48 tiếng).","Dexmedetomidine has anxiolytic, sedative, and some analgesic properties and does not affect respiratory drive. The risk of delirium is lower than with benzodiazepines. Because of these lower rates, dexmedetomidine is an increasingly used alternative to benzodiazepines for patients requiring mechanical ventilation. The character and depth of sedation caused by dexmedetomidine may permit mechanically ventilated patients to interact or be easily awakened, yet remain comfortable. The most common adverse effects are hypotension and bradycardia. Typical dosing is 0.2 to 0.7 mcg/kg/hour, but some patients require doses up to 1.5 mcg/kg/hour. Dexmedetomidine is usually used only for brief periods (eg, < 48 hours).",挿管された患者では，神経筋遮断薬を鎮静薬の代用とすることはできない；神経筋遮断薬は目に見える症状（興奮）を取り除くだけで，問題の解決にはならない。しかしながら，体動の抑制が必要になる検査（例，CT，MRI）または手技（例，中心静脈ライン挿入）の間，もしくは十分な鎮痛および鎮静にもかかわらず患者が人工換気に耐えられない場合，神経筋遮断薬が必要となることがある。鎮静薬（デクスメデトミジンを含む）が使用される場合，神経筋遮断薬が必要になることはまれである。
"Ketamine là một loại thuốc gây mê phân ly giúp giảm đau và an thần. Ketamine có tác dụng như một thuốc đối kháng không cạnh tranh NMDA (N-methyl-D-aspartate). Lợi ích của ketamine bao gồm duy trì hệ thống hô hấp và giảm thiểu tình trạng tim mạch. Ketamine cũng có tác dụng giãn phế quản, có thể có lợi ở những bệnh nhân bị hen suyễn. Các tác dụng bất lợi thường gặp nhất bao gồm co thắt thanh quản và ảo giác thị giác. Liều điển hình là 1 đến 2 mg/kg đường tĩnh mạch, tiếp theo là 0,5 đến 1 mg/kg đường tĩnh mạch khi cần thiết.","Ketamine is a dissociative anesthetic that provides analgesia and sedation. Ketamine acts as a NMDA (N-methyl-D-aspartate) noncompetitive antagonist. Benefits of ketamine include maintenance of respiratory drive and minimal cardiovascular depression. Ketamine also has bronchodilator effects, which may be beneficial in patients with asthma. The most common adverse effects include laryngospasm and visual hallucinations. Typical dosing is 1 to 2 mg/kg IV, followed by 0.5 to 1 mg/kg IV as needed.",重度の肺損傷があり，安全に呼吸仕事量を達成できない場合を除き，長期間の神経筋遮断薬の使用は避けるべきである。1～2日を超える使用は，特にコルチコステロイドが同時に投与されている場合，長期的な筋力低下を引き起こすことがある。一般的なレジメンにはベクロニウムが含まれる（刺激に対する反応に応じて持続注入する）。
"Ngừng tim là ngừng hoạt động cơ tim dẫn đến không có sự lưu thông dòng máu. Ngừng tim làm ngừng dòng máu chảy vào các cơ quan quan trọng, không cung cấp được oxy, kết quả tử vong nếu không được điều trị. Ngừng tim đột ngột là ngừng tuần hoàn đột ngột trong một thời gian ngắn từ khi khởi phát triệu chứng (thường không có dấu hiệu cảnh báo).","Cardiac arrest is the cessation of cardiac mechanical activity resulting in the absence of circulating blood flow. Cardiac arrest stops blood from flowing to vital organs, depriving them of oxygen, and, if left untreated, results in death. Sudden cardiac arrest is the unexpected cessation of circulation within a short period of symptom onset (often without warning).","【訳注：最新の情報については，2020 American Heart Association's guidelines for CPR and emergency cardiovascular careを，感染症を考慮した対応については，American Heart Association's COVID-19 Resuscitation Algorithmsを参照のこと。】心停止は心臓の機械的活動の停止であり，その結果，循環が途絶する。心停止が起こると血液が重要な臓器に流れなくなり，臓器が酸素欠乏に陥り，未治療のまま放置すると死に至る。突然の心停止とは，発症期間の短い（ときに前兆を伴わない）予期せぬ循環停止である。米国では，病院外での突然の心停止が毎年350,000人以上に生じており，そのうち90％が死亡している。"
"Ngừng tim đột ngột xảy ra bên ngoài bệnh viện với hơn 400.000 người/năm ở Hoa Kỳ, bao gồm khoảng 5.000 trẻ sơ sinh và trẻ em, với tỷ lệ tử vong > 90%.","Sudden cardiac arrest occurs outside the hospital in more than 400,000 people/year in the United States, including an estimated 5000 infants and children, with a > 90% mortality rate.",呼吸停止     呼吸停止の概要  呼吸停止と 心停止は異なるものであるが，無治療の場合，一方により必ず他方も引き起こされる。（ 呼吸不全， 呼吸困難，および 低酸素症も参照のこと。） 肺のガス交換が5分を超えて途絶すると，重要臓器，特に脳が不可逆的に損傷を受ける可能性がある。呼吸機能が直ちに回復しない限り，心停止がほぼ必ず続発する。しかしながら，心停止前後およびその他の心...  さらに読む     と心停止は異なるものであるが，無治療の場合一方は必ず他方を引き起こす。（呼吸不全     急性低酸素血症性呼吸不全 （AHRF，ARDS）  急性低酸素血症性呼吸不全は，酸素投与に反応しない重症の動脈血低酸素血症である。これは，気腔への体液貯留または虚脱（例，左室不全による肺水腫，急性呼吸窮迫症候群）に起因する血液の肺内短絡，または血液を右から左へ循環させる心内短絡によって引き起こされる。所見には呼吸困難および頻呼吸などがある。診断は動脈血ガス測定および胸部X線による。通常，治...  さらに読む        ， 呼吸困難     呼吸困難  呼吸困難とは，不快または苦しさを感じる呼吸である。患者による呼吸困難の感じ方および訴え方は原因によって異なる。 呼吸困難は比較的頻度の高い症状であるが，呼吸に伴う不快感の病態生理はほとんど解明されていない。他の種類の有害な刺激に対する受容器とは異なり，呼吸困難に特化した受容器は存在しない（ただし，MRIを用いた研究では，呼吸困難の知覚を仲...  さらに読む     ，および 低酸素症     酸素飽和度の低下  呼吸器疾患がないICU患者（およびその他の患者）が，入院中に低酸素症（酸素飽和度が90％未満）を発症することがある。呼吸器疾患がある患者の低酸素症については，それぞれの呼吸器疾患の箇所で考察している。 数多くの疾患が低酸素血症（例， 呼吸困難， 呼吸不全― 酸素飽和度低下の主な原因の表を参照）を引き起こす；しかしながら，呼吸器疾患がない入...  さらに読む        も参照のこと。）
"Ngừng thở     Tổng quan về ngừng thở  Ngừng thở và ngừng tim là khác nhau, nhưng chắc chắn nếu không được điều trị, cái này sẽ dẫn đến cái kia. (Xem thêm Suy hô hấp, khó thở, và thiếu oxy.) Sự ngừng trao đổi khí ở phổi > 5 phút...  đọc thêm      và ngừng tim là khác biệt, nhưng không điều trị thì hậu quả như nhau. (Xem thêm suy hô hấp     Suy hô hấp cấp giảm oxy (AHRF, ARDS)  Suy hô hấp cấp giảm oxy máu được định nghĩa là tình trạng giảm oxy máu nặng (PaO2 (Xem thêm Tổng quan về thông khí cơ học) Thâm nhiễm phế nang trong suy hô hấp cấp giảm oxy (AHRF) có thể là...  đọc thêm        , khó thở     Khó thở  Khó thở là thở không thuận lợi hoặc có khó khăn trong khi thở. Nó là cảm nhận của người bệnh và được mô tả khác nhau tùy theo nguyên nhân. Mặc dù khó thở là một triệu chứng tương đối phổ biến...  đọc thêm     , giảm oxy máu     Giảm bão hòa oxy  Những bệnh nhân không bị rối loạn hô hấp đang nằm trong khoa hồi sức tích cực (ICU) – và những bệnh nhân khác – có thể bị thiếu oxy (độ bão hoà oxy < 90%) trong thời gian nằm viện. Tình trạng...  đọc thêm        .)","Respiratory arrest     Overview of Respiratory Arrest  Respiratory arrest and cardiac arrest are distinct, but inevitably if untreated, one leads to the other. (See also Respiratory Failure, Dyspnea, and Hypoxia.) Interruption of pulmonary gas exchange...  read more      and cardiac arrest are distinct, but without treatment, one inevitably leads to the other. (See also respiratory failure     Acute Hypoxemic Respiratory Failure (AHRF, ARDS)  Acute hypoxemic respiratory failure is defined as severe hypoxemia (PaO2 (See also Overview of Mechanical Ventilation.) Airspace filling in acute hypoxemic respiratory failure (AHRF) may result...  read more        , dyspnea     Dyspnea  Dyspnea is unpleasant or uncomfortable breathing. It is experienced and described differently by patients depending on the cause. Although dyspnea is a relatively common problem, the pathophysiology...  read more     , and hypoxia     Oxygen Desaturation  Patients without respiratory disorders who are in the intensive care unit (ICU)—and other patients—may develop hypoxia (oxygen saturation < 90%) during a hospital stay. Hypoxia in patients...  read more        .)",（院外および院内心停止については，American Heart Associationによる心疾患および脳卒中統計の2018 updateも参照のこと。）
(Xem thêm American Heart Association [AHA] 2023 update of heart disease and stroke statistics for out-of-hospital and in-hospital cardiac arrest.),(See also the American Heart Association [AHA] 2023 update of heart disease and stroke statistics for out-of-hospital and in-hospital cardiac arrest.),臨床的評価
